"household_type","job_dep","work_condition","DEGREE","Employer_category","JOB_CATEGORY","Job_description","type_of_contract","working_hours","employee_count","INSEE_CODE","Age_2019","activity_sector","Sex","Wage"
"M_4_2","31","C","educ|1|6","ct_9","O","372a","CDI",2200,"tr_5","31044",55,"JC","Male",51772
"M_4_2","31","P","educ|1|6","ct_8","O","434d","CDI",1381,"tr_2","31088",27,"QB","Male",14438
"M_4_1","31","C","educ|1|6","ct_2","O","621f","AUT",1950,"tr_6","31100",45,"OZ","Male",16158
"M_4_1","31","C","educ|1|6","ct_9","O","462e","CDI",2028,"tr_2","31110",30,"HZ","Female",19531
"M_4_1","31","C","educ|1|6","ct_8","O","434d","CDI",1801,"tr_3","31151",31,"QB","Male",17263
"M_4_1","31","C","educ|1|6","ct_9","O","467b","CDI",1820,"tr_6","31381",42,"KZ","Female",26916
"M_1_1","31","C","educ|1|6","ct_9","O","477b","CDI",1978,"tr_6","31395",55,"CC","Male",31047
"M_1_2","31","C","educ|1|6","ct_9","O","431f","CDI",2017,"tr_2","31417",32,"KZ","Female",27119
"M_4_1","31","P","educ|1|6","ct_9","O","554j","CDI",1862,"tr_3","31506",43,"GZ","Male",16489
"M_4_1","31","P","educ|1|6","ct_3","X","525d","AUT",1000,"tr_6","31555",45,"QA","Female",6118
"M_3_2","33","C","educ|1|6","ct_9","O","526a","CDI",1771,"tr_4","33075",37,"QA","Female",19331
"M_4_1","33","C","educ|1|6","ct_8","X","632k","CDI",1779,"tr_5","33108",54,"QB","Male",5681
"M_4_1","33","C","educ|1|6","ct_8","O","545d","CDI",1820,"tr_5","33116",42,"OZ","Female",22271
"M_4_1","33","C","educ|1|6","ct_9","O","552a","CDI",1815,"tr_6","33138",34,"GZ","Male",15388
"M_3_2","33","C","educ|1|6","ct_8","O","526a","CDI",1873,"tr_4","33281",48,"QB","Female",19726
"M_4_1","33","C","educ|1|6","ct_9","O","632j","CDI",1750,"tr_1","33281",30,"FZ","Male",18358
"M_4_1","93","C","educ|1|6","ct_9","O","466b","CDI",1516,"tr_1","33281",47,"HZ","Female",26817
"M_4_1","33","C","educ|1|6","ct_8","O","526a","CDI",2016,"tr_5","33281",36,"QA","Female",16479
"M_4_1","33","C","educ|1|6","ct_9","O","526a","CDI",2103,"tr_4","33522",41,"QB","Female",20281
"M_4_1","33","F","educ|1|6","ct_9","O","641b","CDI",544,"tr_5","33529",49,"HZ","Male",11473
"M_4_1","69","C","educ|1|6","ct_9","O","388c","CDI",739,"tr_3","34145",62,"JC","Male",32106
"M_4_1","34","C","educ|1|6","ct_8","O","433d","TOA",1820,"tr_5","34172",40,"QA","Male",20812
"M_4_1","34","C","educ|1|6","ct_9","O","433d","CDI",1820,"tr_1","34172",30,"GZ","Female",20566
"M_4_1","34","P","educ|1|6","ct_9","O","542a","CDI",1855,"tr_2","34344",29,"NZ","Female",19972
"M_4_1","35","C","educ|1|6","ct_9","O","467b","CDI",1836,"tr_5","35024",54,"KZ","Female",20425
"M_3_2","35","C","educ|1|6","ct_9","O","543g","CDI",1952,"tr_6","35238",41,"CA","Female",22126
"M_4_2","35","C","educ|1|6","ct_6","O","561c","CDI",1789,"tr_1","35238",37,"IZ","Male",16297
"M_4_1","37","C","educ|1|6","ct_9","O","628g","CDI",1820,"tr_5","37195",55,"CI","Male",33353
"M_4_1","37","C","educ|1|6","ct_9","O","475a","CDI",1819,"tr_6","37261",33,"CK","Female",27413
"M_4_1","37","P","educ|1|6","ct_9","O","541d","CDI",904,"tr_5","37261",39,"CF","Female",19357
"M_4_1","38","C","educ|1|6","ct_3","O","434b","CDD",1807,"tr_6","38034",32,"QA","Female",15383
"M_4_3","38","F","educ|1|6","ct_9","O","377a","CDI",565,"tr_1","38074",52,"IZ","Female",9041
"M_4_1","38","C","educ|1|6","ct_9","O","543b","CDI",1820,"tr_5","38151",44,"CG","Female",29880
"M_4_1","38","F","educ|1|6","ct_9","O","461f","CDI",619,"tr_6","38151",45,"KZ","Female",10221
"M_1_1","13","C","educ|1|6","ct_9","O","478b","CDI",1793,"tr_6","38185",36,"MA","Male",41113
"M_4_1","38","C","educ|1|6","ct_8","O","434d","CDI",1820,"tr_2","38185",40,"QB","Female",25928
"M_4_1","38","P","educ|1|6","ct_9","O","461d","CDI",990,"tr_2","38229",28,"GZ","Female",8924
"M_1_1","69","C","educ|1|6","ct_9","O","462e","CDI",1819,"tr_2","38237",38,"GZ","Male",35585
"M_1_1","38","C","educ|1|6","ct_9","O","388a","CDI",1726,"tr_6","38377",65,"JC","Male",37123
"M_3_2","64","C","educ|1|6","ct_8","O","434e","CDI",1421,"tr_3","40192",59,"QB","Female",8997
"M_3_2","42","P","educ|1|6","ct_8","O","434e","CDI",907,"tr_0","42147",45,"QB","Female",9949
"M_4_1","42","P","educ|1|6","ct_9","O","431b","CDI",1247,"tr_3","42147",45,"QA","Female",15188
"M_4_1","07","C","educ|1|6","ct_8","O","479b","AUT",1818,"tr_1","42218",22,"SZ","Female",17389
"M_4_1","42","C","educ|1|6","ct_8","O","545d","CDI",1848,"tr_5","42249",39,"OZ","Female",17700
"M_4_1","42","C","educ|1|6","ct_9","O","546c","CDI",1820,"tr_3","42319",34,"HZ","Female",21905
"M_4_1","44","C","educ|1|6","ct_8","O","525d","CDI",1835,"tr_4","44030",49,"QB","Female",17891
"M_4_2","44","P","educ|1|6","ct_9","O","422e","CDI",930,"tr_4","44109",59,"PZ","Male",6372
"M_3_2","44","C","educ|1|6","ct_9","O","467c","CDD",1307,"tr_5","44109",25,"KZ","Male",16227
"M_4_1","44","C","educ|1|6","ct_1","O","524b","AUT",1820,"tr_5","44143",30,"OZ","Female",17406
"M_4_1","35","C","educ|1|6","ct_8","O","435b","CDI",1824,"tr_1","44173",31,"SZ","Female",19723
"M_1_1","49","C","educ|1|6","ct_9","O","462e","CDI",1791,"tr_5","49099",24,"LZ","Male",21379
"M_4_1","10","C","educ|1|6","ct_9","O","525d","CDI",1771,"tr_4","51403",31,"QB","Female",13472
"M_1_1","51","C","educ|1|6","ct_1","O","524b","AUT",1820,"tr_5","51454",41,"OZ","Male",19364
"M_1_1","54","C","educ|1|6","ct_9","O","643a","CDI",1884,"tr_3","54112",33,"HZ","Male",15289
"M_4_1","54","C","educ|1|6","ct_9","O","462b","CDI",1819,"tr_2","54116",35,"GZ","Female",20460
"M_4_1","54","C","educ|1|6","ct_2","O","431c","AUT",1791,"tr_4","54395",31,"OZ","Female",29996
"M_4_1","91","C","educ|1|6","ct_9","O","374d","CDI",2200,"tr_5","54533",57,"GZ","Male",61925
"M_4_1","56","C","educ|1|6","ct_9","O","475b","CDI",2500,"tr_5","56124",26,"CA","Female",28976
"M_4_1","56","C","educ|1|6","ct_9","O","562a","CDI",1836,"tr_5","56206",40,"SZ","Female",17771
"M_4_1","57","C","educ|1|6","ct_9","O","542a","CDI",2028,"tr_3","57104",47,"SZ","Female",50448
"M_4_1","67","C","educ|1|6","ct_9","O","462e","CDI",329,"tr_1","57160",54,"FZ","Male",7376
"M_1_2","57","P","educ|1|6","ct_9","O","542a","CDI",912,"tr_1","57187",36,"KZ","Female",8732
"M_4_1","57","C","educ|1|6","ct_2","O","523c","AUT",1819,"tr_5","57221",45,"OZ","Female",23726
"M_4_3","57","P","educ|1|6","ct_9","O","684a","CDI",906,"tr_6","57288",44,"NZ","Female",8236
"M_4_1","57","P","educ|1|6","ct_8","O","526a","CDI",1560,"tr_4","57447",46,"QB","Female",16675
"M_1_2","57","C","educ|1|6","ct_6","O","542a","CDI",1820,"tr_1","57606",36,"GZ","Female",14420
"M_1_1","57","C","educ|1|6","ct_9","O","461d","CDI",606,"tr_1","57683",24,"MA","Male",10675
"M_1_2","59","P","educ|1|6","ct_8","O","434b","CDI",1497,"tr_5","59183",45,"OZ","Female",24549
"M_3_2","59","C","educ|1|6","ct_9","A","475a","APP",1820,"tr_3","59324",20,"MA","Male",7205
"M_4_1","59","C","educ|1|6","ct_9","O","552a","CDD",1265,"tr_5","59350",49,"GZ","Female",16050
"M_4_1","59","C","educ|1|6","ct_9","O","467b","CDI",2100,"tr_6","59392",29,"MA","Female",26137
"M_4_2","59","C","educ|1|6","ct_9","O","465a","CDI",1827,"tr_3","59414",50,"CC","Male",26233
"M_4_1","59","C","educ|1|6","ct_1","O","421b","AUT",1820,"tr_4","59481",39,"PZ","Male",27895
"M_4_1","59","C","educ|1|6","ct_9","O","462b","CDI",2054,"tr_1","59512",25,"GZ","Female",18414
"M_4_1","59","C","educ|1|6","ct_9","O","477b","CDI",1820,"tr_6","59512",37,"CL","Male",27704
"M_4_1","59","C","educ|1|6","ct_9","O","461b","CDI",1755,"tr_6","59651",47,"MA","Female",20105
"M_4_1","60","C","educ|1|6","ct_9","O","641a","CDI",910,"tr_2","60141",27,"CM","Male",14251
"M_3_2","60","C","educ|1|6","ct_9","O","542a","CDI",1829,"tr_2","60408",36,"MA","Female",18387
"M_4_1","62","P","educ|1|6","ct_9","O","555a","CDI",919,"tr_3","62162",26,"NZ","Male",7384
"M_4_1","59","C","educ|1|6","ct_9","O","461d","CDI",1672,"tr_1","62765",35,"KZ","Female",22945
"M_4_1","64","P","educ|1|6","ct_9","O","551a","CDI",1090,"tr_1","64057",43,"GZ","Female",8349
"M_3_2","64","C","educ|1|6","ct_9","O","463e","CDI",137,"tr_1","64129",27,"LZ","Male",6353
"M_4_2","64","C","educ|1|6","ct_9","O","474c","CDI",1817,"tr_6","64495",44,"CL","Male",32149
"M_1_2","65","P","educ|1|6","ct_6","O","431f","CDI",1234,"tr_1","65032",57,"QA","Female",12042
"M_1_1","67","C","educ|1|6","ct_9","O","472a","CDI",2028,"tr_2","67046",33,"MA","Male",30435
"M_4_1","67","C","educ|1|6","ct_9","O","542a","CDI",1833,"tr_4","67447",48,"GZ","Female",20454
"M_2_0","67","C","educ|1|6","ct_9","O","477b","CDI",1833,"tr_6","67482",27,"CF","Male",32841
"M_4_1","68","P","educ|1|6","ct_8","O","526c","CDI",910,"tr_5","68066",37,"QB","Female",7163
"M_4_1","68","C","educ|1|6","ct_9","O","526b","CDI",1820,"tr_1","68212",37,"NZ","Female",18989
"M_4_1","68","C","educ|1|6","ct_8","O","434d","CDI",1820,"tr_6","68315",58,"QB","Female",28271
"M_3_2","68","C","educ|1|6","ct_9","O","554a","CDI",2065,"tr_2","68376",44,"IZ","Female",28145
"M_4_1","69","C","educ|1|6","ct_9","O","477a","CDI",2023,"tr_6","69033",53,"CF","Female",31619
"M_4_1","69","C","educ|1|6","ct_9","O","481b","CDI",2135,"tr_5","69069",35,"NZ","Male",32553
"M_4_3","69","C","educ|1|6","ct_9","O","543b","CDI",1755,"tr_2","69089",59,"MA","Female",35910
"M_4_1","69","C","educ|1|6","ct_9","O","433a","CDI",1808,"tr_1","69133",53,"QA","Female",24143
"M_1_2","69","P","educ|1|6","ct_8","O","526a","CDI",843,"tr_6","69259",53,"QA","Female",9213
"M_1_2","69","F","educ|1|6","ct_8","O","435b","CDI",765,"tr_4","69282",53,"QB","Female",8336
"M_4_1","69","C","educ|1|6","ct_5","O","534a","CDI",1841,"tr_5","69297",41,"HZ","Male",20039
"M_4_1","25","C","educ|1|6","ct_9","O","543b","CDI",1843,"tr_3","70279",24,"MA","Female",19526
"M_4_1","71","C","educ|1|6","ct_9","O","461f","CDI",1815,"tr_6","71014",34,"CH","Male",28372
"M_4_1","71","C","educ|1|6","ct_8","O","461b","CDI",1820,"tr_4","71106",37,"QB","Female",18113
"M_4_1","71","C","educ|1|6","ct_9","O","542a","CDI",1690,"tr_1","71150",20,"CK","Female",15031
"M_4_1","74","C","educ|1|6","ct_9","O","475b","CDI",2015,"tr_4","74010",34,"CG","Male",28422
"M_4_1","74","C","educ|1|6","ct_6","O","554e","CDI",434,"tr_1","74104",45,"GZ","Female",14963
"M_4_1","74","C","educ|1|6","ct_9","O","554e","CDI",1911,"tr_2","74156",38,"GZ","Male",19461
"M_4_1","74","C","educ|1|6","ct_9","O","543f","CDI",2028,"tr_1","74225",50,"CH","Female",34386
"M_4_1","74","P","educ|1|6","ct_8","O","431f","CDI",910,"tr_5","74243",44,"QB","Female",8400
"M_4_1","75","C","educ|1|6","ct_8","O","542a","CDI",2633,"tr_3","75110",53,"SZ","Female",36879
"M_3_2","93","C","educ|1|6","ct_9","O","556a","CDI",1820,"tr_1","75110",48,"GZ","Female",14534
"M_1_1","75","C","educ|1|6","ct_9","O","373d","CDI",1820,"tr_2","75111",40,"MA","Male",53100
"M_1_2","92","C","educ|1|6","ct_9","O","461b","CDI",1819,"tr_6","75117",47,"JA","Female",30065
"M_1_1","92","C","educ|1|6","ct_9","O","474c","CDI",1771,"tr_3","75118",34,"MA","Male",23079
"M_3_2","75","C","educ|1|6","ct_1","O","422c","CDI",2018,"tr_5","75119",56,"PZ","Female",23661
"M_4_1","95","C","educ|1|6","ct_8","O","344b","CDI",1799,"tr_4","75120",58,"QA","Female",49216
"M_4_1","76","C","educ|1|6","ct_9","O","525d","CDI",1801,"tr_4","76217",27,"QB","Female",17056
"M_4_3","76","C","educ|1|6","ct_9","O","542a","CDI",1728,"tr_1","76351",40,"NZ","Female",19064
"M_1_1","76","C","educ|1|6","ct_9","O","561b","CDI",2113,"tr_1","76351",30,"IZ","Male",19594
"M_4_1","76","P","educ|1|6","ct_6","O","542a","CDI",797,"tr_1","76388",45,"FZ","Female",11928
"M_4_1","76","P","educ|1|6","ct_9","O","462a","AUT",570,"tr_1","76451",41,"GZ","Male",6947
"M_4_3","76","C","educ|1|6","ct_9","O","551a","CDI",1910,"tr_3","76540",53,"GZ","Female",16756
"M_4_1","27","C","educ|1|6","ct_9","O","542a","CDI",2009,"tr_2","76681",40,"GZ","Female",19406
"M_3_2","75","C","educ|1|6","ct_8","O","526a","CDI",2305,"tr_6","77357",46,"QB","Female",25129
"M_4_2","94","C","educ|1|6","ct_9","O","525d","CDI",724,"tr_5","77533",55,"QA","Male",6633
"M_4_1","91","C","educ|1|6","ct_9","O","434g","CDI",1987,"tr_1","78123",26,"PZ","Female",16229
"M_4_1","78","C","educ|1|6","ct_1","O","523b","AUT",1820,"tr_4","78126",46,"PZ","Female",19826
"M_3_2","78","P","educ|1|6","ct_1","O","563b","TOA",910,"tr_6","78440",57,"OZ","Female",7761
"M_1_2","75","C","educ|1|6","ct_2","O","563a","AUT",1820,"tr_6","78466",62,"QB","Female",36407
"M_4_1","94","C","educ|1|6","ct_8","O","434f","CDI",1575,"tr_3","78490",39,"QB","Male",20785
"M_4_3","91","C","educ|1|6","ct_9","O","534a","CDI",1981,"tr_6","78498",37,"NZ","Male",18245
"M_4_3","79","C","educ|1|6","ct_7","O","563c","CDI",523,"tr_1","79191",32,"TZ","Female",7961
"M_4_1","81","C","educ|1|6","ct_9","O","543b","CDI",2184,"tr_1","81018",31,"GZ","Female",19625
"M_3_2","83","C","educ|1|6","ct_1","O","531a","AUT",1820,"tr_6","83056",37,"OZ","Female",27445
"M_4_3","83","C","educ|1|6","ct_8","O","545c","CDI",1820,"tr_4","83070",49,"KZ","Female",22480
"M_4_1","93","C","educ|1|6","ct_9","O","374c","CDI",2035,"tr_5","83107",53,"CC","Female",31176
"M_4_1","85","C","educ|1|6","ct_9","O","627d","CDI",1477,"tr_5","85221",35,"CC","Male",13345
"M_3_2","86","C","educ|1|6","ct_2","O","563b","AUT",1819,"tr_4","86236",26,"QB","Female",21056
"M_1_2","88","C","educ|1|6","ct_9","O","433d","CDI",1756,"tr_1","88192",29,"GZ","Female",18296
"M_1_2","88","C","educ|1|6","ct_6","O","542a","CDI",1820,"tr_1","88465",26,"GZ","Female",24031
"M_4_1","92","C","educ|1|6","ct_9","O","541b","CDI",1306,"tr_6","89169",29,"NZ","Female",15987
"M_4_1","89","C","educ|1|6","ct_3","O","526d","CDI",2002,"tr_4","89208",44,"QB","Female",20007
"M_4_1","89","C","educ|1|6","ct_9","O","543b","CDI",1944,"tr_3","89464",33,"GZ","Female",19779
"M_4_1","92","C","educ|1|6","ct_9","O","542a","CDI",1807,"tr_3","91021",22,"NZ","Female",14924
"M_3_2","94","C","educ|1|6","ct_9","O","374b","CDI",1820,"tr_6","91549",57,"HZ","Female",60236
"M_3_1","75","C","educ|1|6","ct_9","O","481b","CDI",1813,"tr_1","91635",46,"FZ","Male",36291
"M_3_1","92","C","educ|1|6","ct_9","O","461f","CDI",1820,"tr_6","92048",51,"LZ","Male",42474
"M_4_1","92","C","educ|1|6","ct_9","O","372d","CDI",2031,"tr_4","93014",48,"CG","Female",48655
"M_1_1","75","C","educ|1|6","ct_9","O","388a","CDI",1820,"tr_6","93046",41,"JC","Male",71038
"M_4_1","75","C","educ|1|6","ct_9","O","388a","CDI",2008,"tr_5","93048",38,"JC","Male",46820
"M_4_3","94","C","educ|1|6","ct_8","O","431f","CDI",2332,"tr_1","93064",29,"QA","Female",31154
"M_1_2","94","C","educ|1|6","ct_8","O","526b","CDI",1577,"tr_3","94041",37,"QA","Female",17906
"M_4_1","92","C","educ|1|6","ct_9","O","472c","CDI",1694,"tr_3","94081",52,"FZ","Male",28710
"M_3_1","95","P","educ|1|6","ct_9","O","684a","CDI",917,"tr_3","95116",69,"NZ","Male",6800
"M_4_1","75","C","educ|1|6","ct_8","O","431f","CDI",1708,"tr_6","95306",30,"QB","Female",28026
"M_4_1","93","C","educ|1|6","ct_9","O","383a","CDI",1854,"tr_6","95428",38,"MA","Male",44020
"M_4_1","69","C","educ|1|7","ct_9","O","543h","CDI",1922,"tr_2","01173",45,"GZ","Female",17388
"M_1_1","06","C","educ|1|7","ct_9","O","468a","CDI",2184,"tr_3","06088",55,"IZ","Male",40454
"M_4_1","11","C","educ|1|7","ct_8","O","434f","CDI",1820,"tr_4","11106",41,"QB","Female",22637
"M_4_1","13","C","educ|1|7","ct_8","O","421b","CDI",1820,"tr_3","13028",36,"PZ","Female",22048
"M_4_1","13","C","educ|1|7","ct_8","O","421b","CDI",1820,"tr_2","13213",47,"PZ","Female",25343
"M_1_1","14","P","educ|1|7","ct_6","O","684a","CDI",770,"tr_1","14588",28,"NZ","Male",7599
"M_4_3","16","C","educ|1|7","ct_9","O","675b","CDI",1949,"tr_3","16411",47,"CM","Female",17978
"M_4_1","21","C","educ|1|7","ct_8","O","467d","CDI",1834,"tr_5","21260",39,"OZ","Female",20289
"M_4_1","27","C","educ|1|7","ct_9","O","431f","CDI",1878,"tr_1","27097",25,"QA","Female",20043
"M_4_1","27","C","educ|1|7","ct_8","O","425a","CDI",1747,"tr_1","27664",48,"SZ","Female",20007
"M_4_1","27","C","educ|1|7","ct_6","O","423a","CDI",768,"tr_0","27701",49,"PZ","Female",6174
"M_1_2","80","C","educ|1|7","ct_9","O","372c","CDI",2028,"tr_5","29019",47,"HZ","Female",37270
"M_4_1","29","C","educ|1|7","ct_9","O","424a","CDD",758,"tr_2","29019",26,"RZ","Male",17079
"M_4_1","29","C","educ|1|7","ct_8","O","434d","CDI",1820,"tr_4","29046",59,"QB","Male",25109
"M_1_2","29","C","educ|1|7","ct_8","O","421b","CDI",1820,"tr_2","29233",55,"PZ","Female",26706
"M_4_1","29","C","educ|1|7","ct_6","O","542a","CDI",1859,"tr_1","29260",31,"GZ","Female",15820
"M_4_1","29","C","educ|1|7","ct_2","O","421b","AUT",1820,"tr_2","29300",42,"PZ","Female",28181
"M_4_1","13","C","educ|1|7","ct_9","O","479b","CDI",1825,"tr_6","30189",33,"MA","Male",50003
"M_4_1","84","C","educ|1|7","ct_9","O","472a","CDI",1909,"tr_1","30189",25,"MA","Male",22496
"M_4_1","31","C","educ|1|7","ct_9","O","385a","CDI",1826,"tr_6","31044",42,"CL","Male",40779
"M_4_1","31","P","educ|1|7","ct_9","O","377a","CDI",1383,"tr_6","31069",53,"GZ","Male",29838
"M_4_4","31","C","educ|1|7","ct_8","O","543g","CDD",359,"tr_2","31145",34,"PZ","Female",10264
"M_4_1","31","C","educ|1|7","ct_9","O","371a","CDI",1820,"tr_2","31272",61,"KZ","Male",69949
"M_4_1","31","C","educ|1|7","ct_9","O","542b","CDI",1840,"tr_6","31555",50,"GZ","Female",18298
"M_4_3","31","C","educ|1|7","ct_9","O","543c","CDI",2221,"tr_2","31555",60,"CA","Female",26417
"M_4_1","33","P","educ|1|7","ct_8","O","422e","CDI",917,"tr_2","33075",41,"PZ","Female",9185
"M_4_1","33","C","educ|1|7","ct_9","O","433a","CDI",1820,"tr_1","33123",32,"QA","Female",22276
"M_3_2","33","C","educ|1|7","ct_8","O","526a","CDI",1861,"tr_4","33160",48,"QB","Female",21064
"M_3_2","92","C","educ|1|7","ct_9","O","543g","CDD",2539,"tr_3","33192",44,"MC","Female",47963
"M_4_1","34","P","educ|1|7","ct_6","O","433d","CDI",1299,"tr_1","34029",47,"GZ","Female",16494
"M_4_1","34","P","educ|1|7","ct_9","O","431f","CDI",501,"tr_4","34150",53,"QB","Female",7288
"M_4_1","34","C","educ|1|7","ct_8","O","421b","CDI",1826,"tr_3","34172",42,"PZ","Female",23805
"M_1_2","34","P","educ|1|7","ct_9","O","542a","CDI",1855,"tr_2","34172",29,"NZ","Female",21814
"M_4_1","35","C","educ|1|7","ct_8","O","434a","CDI",1819,"tr_3","35068",46,"QB","Female",35848
"M_4_1","35","C","educ|1|7","ct_9","O","634d","CDI",1948,"tr_3","35238",28,"GZ","Male",19036
"M_1_2","35","P","educ|1|7","ct_9","O","551a","CDD",447,"tr_5","35239",35,"GZ","Female",12862
"M_4_1","35","C","educ|1|7","ct_9","O","534a","CDI",2200,"tr_4","35250",41,"MA","Male",50397
"M_1_2","35","C","educ|1|7","ct_9","O","543g","CDI",2040,"tr_5","35347",38,"FZ","Female",22803
"M_4_1","38","C","educ|1|7","ct_8","O","423b","CDI",1819,"tr_3","38151",50,"PZ","Female",17116
"M_4_1","38","C","educ|1|7","ct_9","O","543g","CDI",1820,"tr_2","38281",47,"GZ","Female",23842
"M_4_1","38","P","educ|1|7","ct_9","O","674a","CDI",1039,"tr_4","38399",33,"CG","Female",7073
"M_4_1","38","F","educ|1|7","ct_8","O","435b","CDI",1471,"tr_3","38557",30,"SZ","Female",15601
"M_4_1","41","C","educ|1|7","ct_9","O","623f","CDI",1804,"tr_4","41198",47,"CH","Male",20319
"M_4_2","42","C","educ|1|7","ct_9","O","673c","CDI",1825,"tr_3","42026",47,"CK","Male",27343
"M_4_1","44","C","educ|1|7","ct_9","O","461b","CDI",1943,"tr_5","44009",34,"FZ","Female",24311
"M_4_1","44","C","educ|1|7","ct_9","O","542a","CDI",1965,"tr_4","44009",43,"HZ","Female",19692
"M_4_1","44","C","educ|1|7","ct_9","O","465a","CDI",1835,"tr_1","44020",29,"JC","Male",19942
"M_4_1","44","Y","educ|1|7","ct_8","O","435b","CDI",413,"tr_1","44041",39,"RZ","Female",6803
"M_4_2","44","C","educ|1|7","ct_9","O","472c","CDI",1665,"tr_5","44047",33,"FZ","Male",22633
"M_1_2","44","C","educ|1|7","ct_8","O","525d","CDI",1820,"tr_5","44109",48,"QA","Female",15817
"M_4_1","45","C","educ|1|7","ct_8","X","563b","AUT",2008,"tr_4","45169",56,"QB","Female",15119
"M_4_1","45","C","educ|1|7","ct_3","O","526a","AUT",1820,"tr_5","45228",34,"QA","Female",20917
"M_3_1","47","C","educ|1|7","ct_6","O","472c","CDI",267,"tr_1","47252",61,"FZ","Male",6418
"M_4_1","49","C","educ|1|7","ct_9","O","544a","CDI",1462,"tr_3","49099",32,"CC","Female",14909
"M_4_1","49","C","educ|1|7","ct_9","O","543b","CDI",1820,"tr_5","49272",45,"MA","Female",22459
"M_4_1","54","C","educ|1|7","ct_9","O","372c","CDI",1706,"tr_1","54545",37,"NZ","Female",30013
"M_4_1","56","C","educ|1|7","ct_9","O","431f","CDI",1790,"tr_6","56062",30,"QA","Female",17477
"M_4_1","56","C","educ|1|7","ct_8","O","461d","CDI",1820,"tr_3","56121",49,"MA","Female",24398
"M_4_1","57","C","educ|1|7","ct_9","O","543g","CDI",1033,"tr_3","57593",36,"GZ","Female",14306
"M_4_1","57","C","educ|1|7","ct_3","O","431d","AUT",2028,"tr_6","57606",40,"QA","Female",47734
"M_4_1","58","P","educ|1|7","ct_8","O","421b","CDI",1365,"tr_1","58207",35,"PZ","Female",14700
"M_1_1","76","C","educ|1|7","ct_9","O","474c","CDI",1820,"tr_1","59009",26,"MA","Male",15997
"M_1_1","91","C","educ|1|7","ct_9","O","374d","CDI",847,"tr_3","59028",45,"GZ","Male",64466
"M_4_3","59","C","educ|1|7","ct_8","O","421b","CDI",1820,"tr_2","59049",40,"PZ","Female",21056
"M_1_2","92","C","educ|1|7","ct_9","A","467b","APP",1766,"tr_6","59122",23,"KZ","Female",24120
"M_4_1","59","P","educ|1|7","ct_8","O","434a","CDI",1638,"tr_3","59136",45,"SZ","Female",23659
"M_4_1","59","C","educ|1|7","ct_9","O","478d","CDI",1854,"tr_0","59226",30,"MA","Male",20831
"M_4_1","59","P","educ|1|7","ct_9","O","433d","CDI",1468,"tr_1","59301",40,"GZ","Female",13050
"M_3_2","59","P","educ|1|7","ct_9","O","344d","CDI",1664,"tr_1","59365",43,"GZ","Female",45172
"M_4_1","59","C","educ|1|7","ct_8","O","533c","CDI",1852,"tr_4","59390",42,"QB","Male",18822
"M_4_1","59","C","educ|1|7","ct_8","O","434b","CDI",1820,"tr_5","59400",52,"QB","Female",25848
"M_4_1","60","P","educ|1|7","ct_1","X","564b","AUT",995,"tr_5","60013",31,"PZ","Female",6837
"M_4_1","95","C","educ|1|7","ct_9","O","676c","CDI",1896,"tr_2","60060",28,"EZ","Male",14149
"M_4_1","60","C","educ|1|7","ct_9","O","467a","CDI",1820,"tr_6","60317",28,"KZ","Female",20379
"M_4_1","95","C","educ|1|7","ct_9","O","466c","CDI",2517,"tr_6","60395",45,"HZ","Male",24098
"M_4_1","60","C","educ|1|7","ct_2","O","563b","AUT",1832,"tr_4","60540",39,"QB","Female",33134
"M_4_1","62","C","educ|1|7","ct_8","O","431f","CDI",1820,"tr_6","62202",49,"QA","Female",26511
"M_4_1","77","C","educ|1|7","ct_2","O","524c","AUT",2028,"tr_6","62464",44,"OZ","Male",25214
"M_4_1","62","P","educ|1|7","ct_9","O","433d","CDI",1533,"tr_2","62881",54,"GZ","Female",28021
"M_2_0","67","C","educ|1|7","ct_9","O","475a","CDI",1886,"tr_6","67169",29,"CF","Male",23931
"M_4_1","67","C","educ|1|7","ct_9","O","636d","CDI",2049,"tr_3","67343",26,"IZ","Male",16619
"M_4_1","67","C","educ|1|7","ct_9","A","681b","APP",1717,"tr_1","67343",27,"FZ","Male",12266
"M_1_1","67","C","educ|1|7","ct_9","O","473a","CDI",1634,"tr_5","67519",25,"FZ","Male",18691
"M_4_1","68","C","educ|1|7","ct_6","O","542a","CDI",1820,"tr_1","68224",44,"GZ","Female",13945
"M_4_1","68","C","educ|1|7","ct_9","O","461c","CDI",1827,"tr_6","68224",50,"CK","Female",29250
"M_4_1","68","C","educ|1|7","ct_8","O","543g","CDI",2067,"tr_4","68224",30,"QB","Male",16474
"M_3_2","69","C","educ|1|7","ct_8","O","422c","CDI",1820,"tr_4","69064",44,"PZ","Female",24870
"M_4_1","01","C","educ|1|7","ct_9","O","461b","CDI",602,"tr_1","69145",34,"EZ","Female",16280
"M_4_1","69","P","educ|1|7","ct_2","O","621f","AUT",1509,"tr_2","69266",41,"OZ","Female",15017
"M_1_1","69","C","educ|1|7","ct_9","O","544a","CDI",1820,"tr_1","69389",42,"GZ","Male",21962
"M_4_1","70","C","educ|1|7","ct_6","O","344d","CDI",314,"tr_1","70473",39,"GZ","Female",7449
"M_4_1","74","C","educ|1|7","ct_9","O","433d","CDI",1820,"tr_1","74152",34,"GZ","Female",21507
